ZaporednaStevilkaOsebeVPN,VremenskeOkoliscine,StanjePrometa,StanjeVozisca,VrstaVozisca
7552001,JASNO,REDEK,SUHO,ASFALT
7552002,JASNO,REDEK,SUHO,ASFALT
7552003,JASNO,REDEK,SUHO,ASFALT
7553001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7553002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7554001,JASNO,NEZNANO,SUHO,ASFALT
7554002,JASNO,NEZNANO,SUHO,ASFALT
7555001,JASNO,REDEK,SUHO,BETON
7556001,JASNO,REDEK,SUHO,ASFALT
7556002,JASNO,REDEK,SUHO,ASFALT
7557001,JASNO,REDEK,SUHO,MAKADAM
7558001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7558002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7559001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7559002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7560001,JASNO,REDEK,SUHO,MAKADAM
7560002,JASNO,REDEK,SUHO,MAKADAM
7561001,JASNO,REDEK,SUHO,MAKADAM
7561002,JASNO,REDEK,SUHO,MAKADAM
7562001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7562002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7563001,JASNO,REDEK,SUHO,ASFALT
7563002,JASNO,REDEK,SUHO,ASFALT
7564001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7564002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7565001,JASNO,REDEK,SUHO,ASFALT
7566001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7567001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7567002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7568001,OBLAČNO,ZASTOJI,SUHO,ASFALT
7568002,OBLAČNO,ZASTOJI,SUHO,ASFALT
7569001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7569002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7569003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7570001,JASNO,REDEK,SUHO,ASFALT
7571001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7571002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7572001,JASNO,GOST,SUHO,ASFALT
7572002,JASNO,GOST,SUHO,ASFALT
7573001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7573002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7574001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7574002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7575001,JASNO,REDEK,SUHO,ASFALT
7575002,JASNO,REDEK,SUHO,ASFALT
7576001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7576002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7577001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7577002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7578001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7579001,JASNO,GOST,SUHO,ASFALT
7579002,JASNO,GOST,SUHO,ASFALT
7580001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7580002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7581001,JASNO,REDEK,SUHO,ASFALT
7582001,JASNO,GOST,SUHO,ASFALT
7582002,JASNO,GOST,SUHO,ASFALT
7583001,JASNO,TEKOČ (NORMALEN),SUHO,BETON
7584001,JASNO,ZASTOJI,SUHO,ASFALT
7584002,JASNO,ZASTOJI,SUHO,ASFALT
7584003,JASNO,ZASTOJI,SUHO,ASFALT
7585001,JASNO,REDEK,SUHO,ASFALT
7586001,OBLAČNO,REDEK,SUHO,ASFALT
7586002,OBLAČNO,REDEK,SUHO,ASFALT
7586003,OBLAČNO,REDEK,SUHO,ASFALT
7587001,JASNO,NEZNANO,SUHO,ASFALT
7587002,JASNO,NEZNANO,SUHO,ASFALT
7588001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7589001,JASNO,GOST,SUHO,ASFALT
7589002,JASNO,GOST,SUHO,ASFALT
7590001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7590002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7591001,OBLAČNO,REDEK,SUHO,ASFALT
7592001,JASNO,REDEK,SUHO,ASFALT
7592002,JASNO,REDEK,SUHO,ASFALT
7593001,JASNO,GOST,SUHO,ASFALT
7593002,JASNO,GOST,SUHO,ASFALT
7594001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7594002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7595001,JASNO,GOST,SUHO,ASFALT
7595002,JASNO,GOST,SUHO,ASFALT
7596001,JASNO,REDEK,SUHO,ASFALT
7596002,JASNO,REDEK,SUHO,ASFALT
7596003,JASNO,REDEK,SUHO,ASFALT
7597001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7597002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7598001,JASNO,NEZNANO,MOKRO,ASFALT
7599001,NEZNANO,NEZNANO,SUHO,ASFALT
7600001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7600002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7601001,JASNO,REDEK,SUHO,ASFALT
7602001,JASNO,REDEK,SUHO,ASFALT
7602002,JASNO,REDEK,SUHO,ASFALT
7603001,JASNO,GOST,SUHO,ASFALT
7603002,JASNO,GOST,SUHO,ASFALT
7604001,JASNO,GOST,SUHO,ASFALT
7604002,JASNO,GOST,SUHO,ASFALT
7605001,OBLAČNO,GOST,SUHO,ASFALT
7606001,OBLAČNO,NEZNANO,SUHO,OSTALO
7606002,OBLAČNO,NEZNANO,SUHO,OSTALO
7607001,JASNO,NEZNANO,SUHO,ASFALT
7608001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7608002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7609001,DEŽEVNO,REDEK,MOKRO,ASFALT
7609002,DEŽEVNO,REDEK,MOKRO,ASFALT
7610001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7611001,NEZNANO,NEZNANO,OSTALO,ASFALT
7612001,JASNO,GOST,SUHO,ASFALT
7612002,JASNO,GOST,SUHO,ASFALT
7613001,JASNO,REDEK,SUHO,ASFALT
7614001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7614002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7615001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7615002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7616001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7616002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7617001,JASNO,REDEK,SUHO,ASFALT
7618001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7618002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7619001,JASNO,NEZNANO,SUHO,ASFALT
7619002,JASNO,NEZNANO,SUHO,ASFALT
7620001,DEŽEVNO,REDEK,MOKRO,ASFALT
7621001,JASNO,REDEK,SUHO,ASFALT
7621002,JASNO,REDEK,SUHO,ASFALT
7622001,JASNO,REDEK,SUHO,ASFALT
7622002,JASNO,REDEK,SUHO,ASFALT
7623001,JASNO,GOST,SUHO,ASFALT
7623002,JASNO,GOST,SUHO,ASFALT
7623003,JASNO,GOST,SUHO,ASFALT
7624001,JASNO,REDEK,SUHO,ASFALT
7624002,JASNO,REDEK,SUHO,ASFALT
7625001,JASNO,REDEK,SUHO,ASFALT
7625002,JASNO,REDEK,SUHO,ASFALT
7625003,JASNO,REDEK,SUHO,ASFALT
7626001,JASNO,NEZNANO,SUHO,ASFALT
7627001,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
7627002,OBLAČNO,KOLONA VOZIL,SUHO,ASFALT
7628001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7628002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7629001,OBLAČNO,REDEK,MOKRO,ASFALT
7629002,OBLAČNO,REDEK,MOKRO,ASFALT
7630001,JASNO,GOST,SUHO,ASFALT
7630002,JASNO,GOST,SUHO,ASFALT
7630003,JASNO,GOST,SUHO,ASFALT
7631001,JASNO,NEZNANO,SUHO,ASFALT
7631002,JASNO,NEZNANO,SUHO,ASFALT
7632001,JASNO,NEZNANO,SUHO,ASFALT
7632002,JASNO,NEZNANO,SUHO,ASFALT
7633001,JASNO,GOST,SUHO,ASFALT
7633002,JASNO,GOST,SUHO,ASFALT
7633003,JASNO,GOST,SUHO,ASFALT
7634001,JASNO,KOLONA VOZIL,SUHO,ASFALT
7634002,JASNO,KOLONA VOZIL,SUHO,ASFALT
7635001,JASNO,GOST,SUHO,ASFALT
7635002,JASNO,GOST,SUHO,ASFALT
7636001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7636002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7637001,JASNO,REDEK,SUHO,ASFALT
7637002,JASNO,REDEK,SUHO,ASFALT
7638001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7638002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7639001,JASNO,GOST,SUHO,ASFALT
7640001,JASNO,GOST,SUHO,ASFALT
7640002,JASNO,GOST,SUHO,ASFALT
7641001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7641002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7642001,DEŽEVNO,REDEK,MOKRO,ASFALT
7643001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7643002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7644001,JASNO,KOLONA VOZIL,SUHO,ASFALT
7644002,JASNO,KOLONA VOZIL,SUHO,ASFALT
7645001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7645002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7646001,JASNO,REDEK,SUHO,ASFALT
7647001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7647002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7647003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7648001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7648002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7649001,JASNO,REDEK,SUHO,ASFALT
7650001,JASNO,GOST,SUHO,ASFALT
7650002,JASNO,GOST,SUHO,ASFALT
7651001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7652001,JASNO,NEZNANO,SUHO,ASFALT
7652002,JASNO,NEZNANO,SUHO,ASFALT
7653001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7653002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7654001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7654002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7655001,NEZNANO,NEZNANO,OSTALO,ASFALT
7656001,JASNO,REDEK,SUHO,ASFALT
7657001,OBLAČNO,REDEK,MOKRO,ASFALT
7658001,JASNO,REDEK,SUHO,ASFALT
7659001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7659002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7660001,JASNO,NEZNANO,SUHO,ASFALT
7661001,JASNO,GOST,SUHO,ASFALT
7661002,JASNO,GOST,SUHO,ASFALT
7662001,JASNO,REDEK,SUHO,BETON
7662002,JASNO,REDEK,SUHO,BETON
7663001,DEŽEVNO,REDEK,MOKRO,ASFALT
7664001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7664002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7664003,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7665001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7666001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7666002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7667001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7667002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7668001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7669001,JASNO,GOST,SUHO,ASFALT
7669002,JASNO,GOST,SUHO,ASFALT
7670001,JASNO,GOST,SUHO,ASFALT
7670002,JASNO,GOST,SUHO,ASFALT
7671001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7672001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7673001,JASNO,GOST,SUHO,ASFALT
7673002,JASNO,GOST,SUHO,ASFALT
7673003,JASNO,GOST,SUHO,ASFALT
7674001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7675001,OBLAČNO,REDEK,SUHO,ASFALT
7676001,OBLAČNO,GOST,SUHO,ASFALT
7676002,OBLAČNO,GOST,SUHO,ASFALT
7677001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7677002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7678001,OBLAČNO,REDEK,MOKRO,ASFALT
7678002,OBLAČNO,REDEK,MOKRO,ASFALT
7679001,JASNO,REDEK,SUHO,ASFALT
7680001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7681001,JASNO,REDEK,SUHO,ASFALT
7681002,JASNO,REDEK,SUHO,ASFALT
7682001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7682002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7683001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7684001,JASNO,NEZNANO,SUHO,ASFALT
7684002,JASNO,NEZNANO,SUHO,ASFALT
7685001,JASNO,REDEK,SUHO,ASFALT
7685002,JASNO,REDEK,SUHO,ASFALT
7686001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7686002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7687001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7687002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7688001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7688002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7689001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7689002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7689003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7689004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7690001,JASNO,REDEK,SUHO,ASFALT
7690002,JASNO,REDEK,SUHO,ASFALT
7691001,NEZNANO,NEZNANO,MOKRO,ASFALT
7691002,NEZNANO,NEZNANO,MOKRO,ASFALT
7692001,JASNO,GOST,SUHO,ASFALT
7692002,JASNO,GOST,SUHO,ASFALT
7693001,JASNO,REDEK,SUHO,ASFALT
7694001,JASNO,TEKOČ (NORMALEN),SUHO,MAKADAM
7695001,JASNO,REDEK,SUHO,BETON
7696001,JASNO,REDEK,SUHO,ASFALT
7696002,JASNO,REDEK,SUHO,ASFALT
7697001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7698001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7699001,OBLAČNO,REDEK,SUHO,ASFALT
7700001,JASNO,REDEK,SUHO,ASFALT
7700002,JASNO,REDEK,SUHO,ASFALT
7701001,JASNO,REDEK,SUHO,ASFALT
7701002,JASNO,REDEK,SUHO,ASFALT
7702001,OBLAČNO,REDEK,MOKRO,ASFALT
7703001,JASNO,REDEK,SUHO,ASFALT
7704001,JASNO,REDEK,SUHO,ASFALT
7705001,JASNO,REDEK,SUHO,ASFALT
7706001,JASNO,REDEK,SUHO,ASFALT
7707001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7707002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7708001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7708002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7709001,JASNO,NEZNANO,SUHO,TLAKOVANO VOZIŠČE
7710001,JASNO,REDEK,SUHO,ASFALT
7711001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7712001,JASNO,ZASTOJI,SUHO,ASFALT
7712002,JASNO,ZASTOJI,SUHO,ASFALT
7713001,JASNO,REDEK,SUHO,ASFALT
7713002,JASNO,REDEK,SUHO,ASFALT
7714001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7714002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7715001,JASNO,REDEK,SUHO,ASFALT
7716001,DEŽEVNO,REDEK,MOKRO,ASFALT
7717001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7717002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7718001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7718002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7719001,JASNO,NEZNANO,SUHO,ASFALT
7720001,OBLAČNO,GOST,SUHO,TLAKOVANO VOZIŠČE
7720002,OBLAČNO,GOST,SUHO,TLAKOVANO VOZIŠČE
7721001,JASNO,GOST,SUHO,ASFALT
7721002,JASNO,GOST,SUHO,ASFALT
7722001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7723001,JASNO,REDEK,SUHO,ASFALT
7723002,JASNO,REDEK,SUHO,ASFALT
7724001,JASNO,REDEK,SUHO,ASFALT
7724002,JASNO,REDEK,SUHO,ASFALT
7725001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7725002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7726001,JASNO,NEZNANO,SUHO,ASFALT
7727001,JASNO,REDEK,SUHO,ASFALT
7727002,JASNO,REDEK,SUHO,ASFALT
7728001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7728002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7729001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7729002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7730001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7731001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7731002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7731003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7731004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7732001,JASNO,REDEK,SUHO,ASFALT
7732002,JASNO,REDEK,SUHO,ASFALT
7733001,OBLAČNO,REDEK,MOKRO,ASFALT
7733002,OBLAČNO,REDEK,MOKRO,ASFALT
7733003,OBLAČNO,REDEK,MOKRO,ASFALT
7734001,JASNO,REDEK,SUHO,ASFALT
7734002,JASNO,REDEK,SUHO,ASFALT
7735001,DEŽEVNO,NEZNANO,MOKRO,ASFALT
7736001,JASNO,ZASTOJI,SUHO,ASFALT
7736002,JASNO,ZASTOJI,SUHO,ASFALT
7737001,JASNO,GOST,SUHO,ASFALT
7737002,JASNO,GOST,SUHO,ASFALT
7738001,JASNO,REDEK,SUHO,ASFALT
7738002,JASNO,REDEK,SUHO,ASFALT
7739001,JASNO,REDEK,SUHO,ASFALT
7740001,JASNO,NEZNANO,SUHO,ASFALT
7740002,JASNO,NEZNANO,SUHO,ASFALT
7741001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7741002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7742001,JASNO,TEKOČ (NORMALEN),SUHO,MAKADAM
7743001,JASNO,GOST,SUHO,ASFALT
7743002,JASNO,GOST,SUHO,ASFALT
7744001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7744002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7745001,JASNO,REDEK,SUHO,ASFALT
7745002,JASNO,REDEK,SUHO,ASFALT
7746001,JASNO,REDEK,SUHO,ASFALT
7747001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7748001,JASNO,GOST,SUHO,ASFALT
7748002,JASNO,GOST,SUHO,ASFALT
7749001,JASNO,NEZNANO,SUHO,ASFALT
7750001,JASNO,REDEK,SUHO,ASFALT
7750002,JASNO,REDEK,SUHO,ASFALT
7751001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7751002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7752001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7752002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7753001,JASNO,REDEK,SUHO,ASFALT
7754001,JASNO,NEZNANO,SUHO,ASFALT
7754002,JASNO,NEZNANO,SUHO,ASFALT
7754003,JASNO,NEZNANO,SUHO,ASFALT
7755001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7756001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7756002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7757001,OBLAČNO,GOST,SUHO,ASFALT
7757002,OBLAČNO,GOST,SUHO,ASFALT
7758001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7758002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7759001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7759002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7760001,JASNO,REDEK,SUHO,ASFALT
7761001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7762001,JASNO,NEZNANO,SUHO,ASFALT
7763001,JASNO,KOLONA VOZIL,SUHO,ASFALT
7763002,JASNO,KOLONA VOZIL,SUHO,ASFALT
7763003,JASNO,KOLONA VOZIL,SUHO,ASFALT
7763004,JASNO,KOLONA VOZIL,SUHO,ASFALT
7764001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7765001,JASNO,REDEK,SUHO,ASFALT
7766001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7766002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7767001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7768001,JASNO,REDEK,SUHO,ASFALT
7768002,JASNO,REDEK,SUHO,ASFALT
7769001,JASNO,GOST,SUHO,ASFALT
7770001,JASNO,REDEK,SUHO,ASFALT
7770002,JASNO,REDEK,SUHO,ASFALT
7771001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7771002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7771003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7772001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7772002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7773001,JASNO,REDEK,SUHO,ASFALT
7774001,JASNO,REDEK,SUHO,ASFALT
7775001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7775002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7776001,JASNO,GOST,SUHO,ASFALT
7777001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
7778001,NEZNANO,NEZNANO,OSTALO,ASFALT
7778002,NEZNANO,NEZNANO,OSTALO,ASFALT
7779001,OBLAČNO,GOST,MOKRO,ASFALT
7779002,OBLAČNO,GOST,MOKRO,ASFALT
7780001,OBLAČNO,REDEK,SUHO,ASFALT
7781001,JASNO,NEZNANO,SUHO,ASFALT
7781002,JASNO,NEZNANO,SUHO,ASFALT
7782001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7782002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7783001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7783002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7784001,JASNO,REDEK,SUHO,ASFALT
7785001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7786001,JASNO,GOST,SUHO,ASFALT
7787001,JASNO,TEKOČ (NORMALEN),OSTALO,ASFALT
7787002,JASNO,TEKOČ (NORMALEN),OSTALO,ASFALT
7788001,JASNO,REDEK,SUHO,ASFALT
7789001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7789002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7790001,JASNO,REDEK,SUHO,MAKADAM
7791001,JASNO,REDEK,SUHO,ASFALT
7791002,JASNO,REDEK,SUHO,ASFALT
7792001,JASNO,REDEK,SUHO,ASFALT
7793001,JASNO,KOLONA VOZIL,SUHO,ASFALT
7793002,JASNO,KOLONA VOZIL,SUHO,ASFALT
7794001,JASNO,REDEK,SUHO,ASFALT
7794002,JASNO,REDEK,SUHO,ASFALT
7795001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7796001,JASNO,REDEK,SUHO,ASFALT
7796002,JASNO,REDEK,SUHO,ASFALT
7797001,NEZNANO,NEZNANO,OSTALO,OSTALO
7797002,NEZNANO,NEZNANO,OSTALO,OSTALO
7798001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
7799001,OBLAČNO,REDEK,SUHO,ASFALT
7799002,OBLAČNO,REDEK,SUHO,ASFALT
7800001,OBLAČNO,GOST,SUHO,BETON
7800002,OBLAČNO,GOST,SUHO,BETON
7800003,OBLAČNO,GOST,SUHO,BETON
7800004,OBLAČNO,GOST,SUHO,BETON
7801001,JASNO,GOST,SUHO,ASFALT
7801002,JASNO,GOST,SUHO,ASFALT
7801003,JASNO,GOST,SUHO,ASFALT
7802001,OBLAČNO,REDEK,SUHO,MAKADAM
7803001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7803002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7804001,OBLAČNO,REDEK,SUHO,ASFALT
7805001,JASNO,GOST,SUHO,ASFALT
7805002,JASNO,GOST,SUHO,ASFALT
7806001,OBLAČNO,GOST,SUHO,ASFALT
7806002,OBLAČNO,GOST,SUHO,ASFALT
7807001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7808001,JASNO,REDEK,SUHO,ASFALT
7808002,JASNO,REDEK,SUHO,ASFALT
7809001,JASNO,REDEK,SUHO,ASFALT
7810001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7811001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7811002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7812001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7813001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7813002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7814001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7814002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7815001,JASNO,GOST,SUHO,ASFALT
7815002,JASNO,GOST,SUHO,ASFALT
7816001,JASNO,REDEK,SUHO,ASFALT
7817001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7817002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7818001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7818002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7819001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7819002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
7820001,JASNO,NEZNANO,SUHO,ASFALT
7821001,JASNO,NEZNANO,SUHO,ASFALT
7822001,JASNO,GOST,SUHO,ASFALT
7822002,JASNO,GOST,SUHO,ASFALT
7823001,DEŽEVNO,NEZNANO,MOKRO,BETON
7823002,DEŽEVNO,NEZNANO,MOKRO,BETON
7823003,DEŽEVNO,NEZNANO,MOKRO,BETON
7824001,JASNO,NEZNANO,SUHO,ASFALT
7825001,JASNO,REDEK,SUHO,ASFALT
7826001,OBLAČNO,REDEK,SUHO,ASFALT
